,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
598,2008,1,3,4,1509.0,1420,1629.0,1600,WN,42,N470WN,140.0,160.0,130.0,29.0,49.0,MCO,HOU,848,2.0,8.0,0,N,0,2.0,0.0,0.0,0.0,27.0
599,2008,1,3,4,1100.0,1040,1228.0,1220,WN,430,N752SW,148.0,160.0,134.0,8.0,20.0,MCO,HOU,848,3.0,11.0,0,N,0,,,,,
600,2008,1,3,4,1806.0,1740,1942.0,1920,WN,1491,N366SW,156.0,160.0,134.0,22.0,26.0,MCO,HOU,848,4.0,18.0,0,N,0,11.0,0.0,0.0,0.0,11.0
601,2008,1,3,4,2105.0,2045,2234.0,2225,WN,3046,N638SW,149.0,160.0,131.0,9.0,20.0,MCO,HOU,848,4.0,14.0,0,N,0,,,,,
602,2008,1,3,4,809.0,800,1026.0,1010,WN,470,N657SW,137.0,130.0,120.0,16.0,9.0,MCO,IAD,758,5.0,12.0,0,N,0,0.0,0.0,7.0,9.0,0.0
603,2008,1,3,4,1234.0,1220,1447.0,1425,WN,1317,N366SW,133.0,125.0,111.0,22.0,14.0,MCO,IAD,758,4.0,18.0,0,N,0,14.0,0.0,8.0,0.0,0.0
605,2008,1,3,4,1912.0,1840,2149.0,2105,WN,3256,N659SW,157.0,145.0,126.0,44.0,32.0,MCO,IND,828,8.0,23.0,0,N,0,31.0,0.0,12.0,0.0,1.0
606,2008,1,3,4,2100.0,2030,2324.0,2255,WN,121,N467WN,144.0,145.0,131.0,29.0,30.0,MCO,ISP,972,4.0,9.0,0,N,0,11.0,0.0,0.0,0.0,18.0
607,2008,1,3,4,1602.0,1550,1829.0,1815,WN,630,N786SW,147.0,145.0,134.0,14.0,12.0,MCO,ISP,972,4.0,9.0,0,N,0,,,,,
610,2008,1,3,4,1942.0,1840,2205.0,2105,WN,3332,N412WN,143.0,145.0,130.0,60.0,62.0,MCO,ISP,972,4.0,9.0,0,N,0,60.0,0.0,0.0,0.0,0.0
611,2008,1,3,4,1510.0,1355,1738.0,1620,WN,3864,N779SW,148.0,145.0,135.0,78.0,75.0,MCO,ISP,972,5.0,8.0,0,N,0,12.0,0.0,3.0,0.0,63.0
612,2008,1,3,4,1642.0,1610,1728.0,1705,WN,186,N438WN,106.0,115.0,91.0,23.0,32.0,MCO,JAN,587,4.0,11.0,0,N,0,23.0,0.0,0.0,0.0,0.0
613,2008,1,3,4,1024.0,1015,1236.0,1230,WN,2354,N258WN,312.0,315.0,291.0,6.0,9.0,MCO,LAS,2039,7.0,14.0,0,N,0,,,,,
614,2008,1,3,4,1243.0,1155,1439.0,1400,WN,1308,N391SW,176.0,185.0,156.0,39.0,48.0,MCO,MCI,1072,2.0,18.0,0,N,0,0.0,0.0,0.0,0.0,39.0
615,2008,1,3,4,1629.0,1620,1821.0,1825,WN,1493,N356SW,172.0,185.0,157.0,-4.0,9.0,MCO,MCI,1072,4.0,11.0,0,N,0,,,,,
616,2008,1,3,4,642.0,630,839.0,830,WN,2193,N352SW,177.0,180.0,162.0,9.0,12.0,MCO,MCI,1072,4.0,11.0,0,N,0,,,,,
617,2008,1,3,4,1812.0,1705,2001.0,1855,WN,163,N469WN,169.0,170.0,150.0,66.0,67.0,MCO,MDW,989,6.0,13.0,0,N,0,46.0,0.0,0.0,0.0,20.0
618,2008,1,3,4,1840.0,1805,2022.0,1955,WN,172,N780SW,162.0,170.0,140.0,27.0,35.0,MCO,MDW,989,7.0,15.0,0,N,0,22.0,0.0,0.0,0.0,5.0
619,2008,1,3,4,622.0,615,817.0,805,WN,561,N766SW,175.0,170.0,152.0,12.0,7.0,MCO,MDW,989,7.0,16.0,0,N,0,,,,,
620,2008,1,3,4,1055.0,935,1255.0,1125,WN,562,N739GB,180.0,170.0,149.0,90.0,80.0,MCO,MDW,989,17.0,14.0,0,N,0,33.0,0.0,10.0,0.0,47.0
624,2008,1,3,4,2206.0,2105,2338.0,2250,WN,3137,N481WN,152.0,165.0,138.0,48.0,61.0,MCO,MDW,989,7.0,7.0,0,N,0,9.0,0.0,0.0,0.0,39.0
626,2008,1,3,4,1801.0,1745,2047.0,2035,WN,25,N462WN,166.0,170.0,153.0,12.0,16.0,MCO,MHT,1142,3.0,10.0,0,N,0,,,,,
627,2008,1,3,4,636.0,630,930.0,915,WN,589,N419WN,174.0,165.0,154.0,15.0,6.0,MCO,MHT,1142,4.0,16.0,0,N,0,0.0,0.0,9.0,6.0,0.0
628,2008,1,3,4,2108.0,2045,2352.0,2330,WN,1145,N202WN,164.0,165.0,148.0,22.0,23.0,MCO,MHT,1142,4.0,12.0,0,N,0,0.0,0.0,0.0,0.0,22.0
631,2008,1,3,4,749.0,735,843.0,830,WN,467,N626SW,114.0,115.0,90.0,13.0,14.0,MCO,MSY,550,4.0,20.0,0,N,0,,,,,
633,2008,1,3,4,1930.0,1920,2014.0,2015,WN,3134,N355SW,104.0,115.0,85.0,-1.0,10.0,MCO,MSY,550,7.0,12.0,0,N,0,,,,,
634,2008,1,3,4,956.0,945,1149.0,1135,WN,590,N405WN,113.0,110.0,96.0,14.0,11.0,MCO,ORF,655,4.0,13.0,0,N,0,,,,,
635,2008,1,3,4,1524.0,1500,1714.0,1650,WN,1320,N456WN,110.0,110.0,92.0,24.0,24.0,MCO,ORF,655,5.0,13.0,0,N,0,0.0,0.0,17.0,0.0,7.0
636,2008,1,3,4,1733.0,1715,1957.0,1950,WN,297,N743SW,144.0,155.0,124.0,7.0,18.0,MCO,PHL,861,9.0,11.0,0,N,0,,,,,
637,2008,1,3,4,1421.0,1415,1643.0,1645,WN,348,N276WN,142.0,150.0,129.0,-2.0,6.0,MCO,PHL,861,4.0,9.0,0,N,0,,,,,
638,2008,1,3,4,1137.0,1115,1410.0,1340,WN,768,N369SW,153.0,145.0,134.0,30.0,22.0,MCO,PHL,861,4.0,15.0,0,N,0,11.0,0.0,8.0,0.0,11.0
640,2008,1,3,4,1350.0,1250,1611.0,1520,WN,1035,N346SW,141.0,150.0,128.0,51.0,60.0,MCO,PHL,861,3.0,10.0,0,N,0,9.0,0.0,0.0,0.0,42.0
643,2008,1,3,4,1730.0,1620,2028.0,1920,WN,1484,N242WN,298.0,300.0,276.0,68.0,70.0,MCO,PHX,1848,8.0,14.0,0,N,0,68.0,0.0,0.0,0.0,0.0
644,2008,1,3,4,2041.0,2035,2251.0,2255,WN,2294,N439WN,130.0,140.0,111.0,-4.0,6.0,MCO,PIT,834,7.0,12.0,0,N,0,,,,,
646,2008,1,3,4,1233.0,1225,1449.0,1440,WN,3934,N672SW,136.0,135.0,122.0,9.0,8.0,MCO,PIT,834,6.0,8.0,0,N,0,,,,,
651,2008,1,3,4,645.0,635,921.0,915,WN,2281,N786SW,156.0,160.0,139.0,6.0,10.0,MCO,PVD,1073,4.0,13.0,0,N,0,,,,,
654,2008,1,3,4,2014.0,2000,2143.0,2140,WN,2135,N694SW,89.0,100.0,77.0,3.0,14.0,MCO,RDU,534,3.0,9.0,0,N,0,,,,,
655,2008,1,3,4,1005.0,955,1139.0,1130,WN,2621,N266WN,94.0,95.0,82.0,9.0,10.0,MCO,RDU,534,3.0,9.0,0,N,0,,,,,
656,2008,1,3,4,1554.0,1540,1732.0,1720,WN,2734,N218WN,98.0,100.0,77.0,12.0,14.0,MCO,RDU,534,12.0,9.0,0,N,0,,,,,
657,2008,1,3,4,1013.0,955,1100.0,1045,WN,150,N355SW,47.0,50.0,35.0,15.0,18.0,MCO,RSW,133,3.0,9.0,0,N,0,15.0,0.0,0.0,0.0,0.0
658,2008,1,3,4,2143.0,2105,2227.0,2150,WN,907,N388SW,44.0,45.0,30.0,37.0,38.0,MCO,RSW,133,4.0,10.0,0,N,0,37.0,0.0,0.0,0.0,0.0
659,2008,1,3,4,1323.0,1315,1409.0,1405,WN,2368,N786SW,46.0,50.0,31.0,4.0,8.0,MCO,RSW,133,2.0,13.0,0,N,0,,,,,
660,2008,1,3,4,1803.0,1755,1855.0,1845,WN,3398,N707SA,52.0,50.0,33.0,10.0,8.0,MCO,RSW,133,3.0,16.0,0,N,0,,,,,
662,2008,1,3,4,1518.0,1505,1714.0,1710,WN,1414,N402WN,176.0,185.0,161.0,4.0,13.0,MCO,SAT,1040,4.0,11.0,0,N,0,,,,,
663,2008,1,3,4,951.0,945,1154.0,1155,WN,187,N690SW,123.0,130.0,107.0,-1.0,6.0,MCO,SDF,718,3.0,13.0,0,N,0,,,,,
664,2008,1,3,4,1440.0,1425,1655.0,1635,WN,718,N457WN,135.0,130.0,105.0,20.0,15.0,MCO,SDF,718,20.0,10.0,0,N,0,2.0,0.0,5.0,0.0,13.0
665,2008,1,3,4,1314.0,1250,1438.0,1425,WN,440,N720WN,144.0,155.0,131.0,13.0,24.0,MCO,STL,880,3.0,10.0,0,N,0,,,,,
666,2008,1,3,4,752.0,745,919.0,925,WN,928,N775SW,147.0,160.0,135.0,-6.0,7.0,MCO,STL,880,3.0,9.0,0,N,0,,,,,
667,2008,1,3,4,2230.0,2035,2346.0,2210,WN,2300,N291WN,136.0,155.0,122.0,96.0,115.0,MCO,STL,880,3.0,11.0,0,N,0,0.0,0.0,0.0,6.0,90.0
668,2008,1,3,4,1629.0,1535,1753.0,1710,WN,3743,N247WN,144.0,155.0,127.0,43.0,54.0,MCO,STL,880,4.0,13.0,0,N,0,0.0,0.0,0.0,0.0,43.0
670,2008,1,3,4,1625.0,1550,1821.0,1800,WN,2871,N709SW,176.0,190.0,158.0,21.0,35.0,MDW,ABQ,1121,4.0,14.0,0,N,0,14.0,0.0,0.0,0.0,7.0
671,2008,1,3,4,1051.0,1020,1341.0,1305,WN,95,N325SW,110.0,105.0,97.0,36.0,31.0,MDW,ALB,717,4.0,9.0,0,N,0,18.0,0.0,5.0,0.0,13.0
672,2008,1,3,4,2106.0,1925,2.0,2215,WN,714,N305SW,116.0,110.0,90.0,107.0,101.0,MDW,ALB,717,5.0,21.0,0,N,0,48.0,0.0,6.0,0.0,53.0
673,2008,1,3,4,759.0,745,1024.0,1030,WN,478,N403WN,145.0,165.0,128.0,-6.0,14.0,MDW,AUS,972,5.0,12.0,0,N,0,,,,,
674,2008,1,3,4,2033.0,1905,2249.0,2150,WN,3568,N767SW,136.0,165.0,125.0,59.0,88.0,MDW,AUS,972,4.0,7.0,0,N,0,59.0,0.0,0.0,0.0,0.0
675,2008,1,3,4,1930.0,1900,2228.0,2200,WN,245,N730SW,118.0,120.0,100.0,28.0,30.0,MDW,BDL,777,8.0,10.0,0,N,0,28.0,0.0,0.0,0.0,0.0
677,2008,1,3,4,1423.0,1350,1720.0,1645,WN,885,N406WN,117.0,115.0,100.0,35.0,33.0,MDW,BDL,777,5.0,12.0,0,N,0,33.0,0.0,2.0,0.0,0.0
678,2008,1,3,4,1037.0,1015,1200.0,1155,WN,223,N427WN,83.0,100.0,72.0,5.0,22.0,MDW,BHM,570,2.0,9.0,0,N,0,,,,,
679,2008,1,3,4,2238.0,1945,8.0,2125,WN,313,N374SW,90.0,100.0,81.0,163.0,173.0,MDW,BHM,570,3.0,6.0,0,N,0,22.0,0.0,0.0,0.0,141.0
680,2008,1,3,4,1815.0,1755,1923.0,1915,WN,581,N256WN,68.0,80.0,54.0,8.0,20.0,MDW,BNA,395,4.0,10.0,0,N,0,,,,,
682,2008,1,3,4,830.0,800,939.0,920,WN,689,N409WN,69.0,80.0,56.0,19.0,30.0,MDW,BNA,395,5.0,8.0,0,N,0,10.0,0.0,0.0,0.0,9.0
683,2008,1,3,4,1247.0,1210,1358.0,1325,WN,813,N679AA,71.0,75.0,60.0,33.0,37.0,MDW,BNA,395,5.0,6.0,0,N,0,14.0,0.0,0.0,0.0,19.0
684,2008,1,3,4,1547.0,1540,1659.0,1700,WN,830,N436WN,72.0,80.0,55.0,-1.0,7.0,MDW,BNA,395,4.0,13.0,0,N,0,,,,,
685,2008,1,3,4,2156.0,2035,2309.0,2155,WN,851,N238WN,73.0,80.0,60.0,74.0,81.0,MDW,BNA,395,4.0,9.0,0,N,0,36.0,0.0,0.0,0.0,38.0
687,2008,1,3,4,2221.0,2110,2332.0,2225,WN,1973,N347SW,71.0,75.0,54.0,67.0,71.0,MDW,BNA,395,4.0,13.0,0,N,0,20.0,0.0,0.0,0.0,47.0
688,2008,1,3,4,638.0,615,801.0,730,WN,2108,N479WN,83.0,75.0,55.0,31.0,23.0,MDW,BNA,395,6.0,22.0,0,N,0,23.0,0.0,8.0,0.0,0.0
689,2008,1,3,4,839.0,820,1058.0,1040,WN,1690,N217JC,79.0,80.0,65.0,18.0,19.0,MDW,BUF,468,4.0,10.0,0,N,0,11.0,0.0,0.0,0.0,7.0
690,2008,1,3,4,1332.0,1255,1546.0,1515,WN,1828,N785SW,74.0,80.0,66.0,31.0,37.0,MDW,BUF,468,2.0,6.0,0,N,0,19.0,0.0,0.0,0.0,12.0
691,2008,1,3,4,2057.0,1955,2321.0,2215,WN,2975,N713SW,84.0,80.0,65.0,66.0,62.0,MDW,BUF,468,3.0,16.0,0,N,0,46.0,0.0,4.0,0.0,16.0
692,2008,1,3,4,2334.0,1950,157.0,2235,WN,106,N751SW,83.0,105.0,73.0,202.0,224.0,MDW,BWI,611,4.0,6.0,0,N,0,15.0,0.0,0.0,0.0,187.0
693,2008,1,3,4,1338.0,1300,1617.0,1545,WN,208,N763SW,99.0,105.0,88.0,32.0,38.0,MDW,BWI,611,4.0,7.0,0,N,0,32.0,0.0,0.0,0.0,0.0
694,2008,1,3,4,1533.0,1515,1812.0,1800,WN,224,N279WN,99.0,105.0,87.0,12.0,18.0,MDW,BWI,611,3.0,9.0,0,N,0,,,,,
695,2008,1,3,4,1727.0,1715,2012.0,2000,WN,324,N253WN,105.0,105.0,90.0,12.0,12.0,MDW,BWI,611,4.0,11.0,0,N,0,,,,,
696,2008,1,3,4,904.0,850,1145.0,1135,WN,466,N623SW,101.0,105.0,88.0,10.0,14.0,MDW,BWI,611,3.0,10.0,0,N,0,,,,,
697,2008,1,3,4,1110.0,1035,1348.0,1320,WN,2272,N263WN,98.0,105.0,86.0,28.0,35.0,MDW,BWI,611,3.0,9.0,0,N,0,19.0,0.0,0.0,0.0,9.0
698,2008,1,3,4,2245.0,2125,115.0,5,WN,2786,N417WN,90.0,100.0,78.0,70.0,80.0,MDW,BWI,611,4.0,8.0,0,N,0,45.0,0.0,0.0,0.0,25.0
700,2008,1,3,4,1847.0,1825,2052.0,2035,WN,30,N689SW,65.0,70.0,52.0,17.0,22.0,MDW,CLE,307,6.0,7.0,0,N,0,16.0,0.0,0.0,0.0,1.0
701,2008,1,3,4,2214.0,2105,17.0,2310,WN,153,N658SW,63.0,65.0,48.0,67.0,69.0,MDW,CLE,307,6.0,9.0,0,N,0,0.0,0.0,0.0,0.0,67.0
702,2008,1,3,4,929.0,820,1200.0,1025,WN,387,N779SW,91.0,65.0,50.0,95.0,69.0,MDW,CLE,307,8.0,33.0,0,N,0,69.0,0.0,26.0,0.0,0.0
703,2008,1,3,4,1202.0,1135,1403.0,1345,WN,628,N902WN,61.0,70.0,47.0,18.0,27.0,MDW,CLE,307,4.0,10.0,0,N,0,8.0,0.0,0.0,0.0,10.0
704,2008,1,3,4,1527.0,1410,1735.0,1620,WN,1489,N699SW,68.0,70.0,48.0,75.0,77.0,MDW,CLE,307,7.0,13.0,0,N,0,75.0,0.0,0.0,0.0,0.0
706,2008,1,3,4,1901.0,1600,2113.0,1815,WN,3587,N374SW,72.0,75.0,54.0,178.0,181.0,MDW,CLE,307,6.0,12.0,0,N,0,22.0,0.0,0.0,0.0,156.0
708,2008,1,3,4,2017.0,2000,2215.0,2205,WN,154,N353SW,58.0,65.0,43.0,10.0,17.0,MDW,CMH,284,4.0,11.0,0,N,0,,,,,
709,2008,1,3,4,2316.0,2135,106.0,2335,WN,261,N340LV,50.0,60.0,39.0,91.0,101.0,MDW,CMH,284,3.0,8.0,0,N,0,61.0,0.0,0.0,0.0,30.0
711,2008,1,3,4,637.0,615,838.0,815,WN,950,N750SA,61.0,60.0,49.0,23.0,22.0,MDW,CMH,284,5.0,7.0,0,N,0,0.0,22.0,1.0,0.0,0.0
712,2008,1,3,4,1628.0,1620,1832.0,1825,WN,1685,N341SW,64.0,65.0,47.0,7.0,8.0,MDW,CMH,284,5.0,12.0,0,N,0,,,,,
713,2008,1,3,4,1349.0,1325,1549.0,1530,WN,2470,N339SW,60.0,65.0,50.0,19.0,24.0,MDW,CMH,284,2.0,8.0,0,N,0,19.0,0.0,0.0,0.0,0.0
714,2008,1,3,4,1758.0,1730,1957.0,1935,WN,2474,N776WN,59.0,65.0,48.0,22.0,28.0,MDW,CMH,284,3.0,8.0,0,N,0,22.0,0.0,0.0,0.0,0.0
715,2008,1,3,4,2114.0,2025,2246.0,2155,WN,172,N780SW,152.0,150.0,128.0,51.0,49.0,MDW,DEN,895,7.0,17.0,0,N,0,22.0,0.0,2.0,0.0,27.0
716,2008,1,3,4,1245.0,1220,1405.0,1355,WN,806,N711HK,140.0,155.0,128.0,10.0,25.0,MDW,DEN,895,5.0,7.0,0,N,0,,,,,
717,2008,1,3,4,946.0,930,1109.0,1105,WN,902,N411WN,143.0,155.0,127.0,4.0,16.0,MDW,DEN,895,6.0,10.0,0,N,0,,,,,
718,2008,1,3,4,643.0,630,817.0,805,WN,1001,N485WN,154.0,155.0,125.0,12.0,13.0,MDW,DEN,895,4.0,25.0,0,N,0,,,,,
719,2008,1,3,4,1526.0,1425,1650.0,1600,WN,1852,N239WN,144.0,155.0,129.0,50.0,61.0,MDW,DEN,895,6.0,9.0,0,N,0,26.0,0.0,0.0,0.0,24.0
720,2008,1,3,4,1805.0,1705,1930.0,1845,WN,1944,N410WN,145.0,160.0,128.0,45.0,60.0,MDW,DEN,895,6.0,11.0,0,N,0,16.0,0.0,0.0,0.0,29.0
721,2008,1,3,4,1238.0,1200,1447.0,1405,WN,308,N502SW,69.0,65.0,53.0,42.0,38.0,MDW,DTW,229,9.0,7.0,0,N,0,14.0,0.0,4.0,0.0,24.0
722,2008,1,3,4,819.0,800,1016.0,1000,WN,424,N713SW,57.0,60.0,45.0,16.0,19.0,MDW,DTW,229,4.0,8.0,0,N,0,9.0,0.0,0.0,0.0,7.0
723,2008,1,3,4,1908.0,1825,2108.0,2030,WN,1006,N523SW,60.0,65.0,42.0,38.0,43.0,MDW,DTW,229,3.0,15.0,0,N,0,38.0,0.0,0.0,0.0,0.0
724,2008,1,3,4,1656.0,1610,1857.0,1820,WN,1014,N494WN,61.0,70.0,43.0,37.0,46.0,MDW,DTW,229,3.0,15.0,0,N,0,29.0,0.0,0.0,0.0,8.0
725,2008,1,3,4,1015.0,955,1218.0,1200,WN,1567,N785SW,63.0,65.0,52.0,18.0,20.0,MDW,DTW,229,5.0,6.0,0,N,0,8.0,0.0,0.0,0.0,10.0
726,2008,1,3,4,1452.0,1405,1650.0,1610,WN,1916,N357SW,58.0,65.0,46.0,40.0,47.0,MDW,DTW,229,5.0,7.0,0,N,0,32.0,0.0,0.0,0.0,8.0
728,2008,1,3,4,2223.0,2125,18.0,2325,WN,3915,N528SW,55.0,60.0,36.0,53.0,58.0,MDW,DTW,229,7.0,12.0,0,N,0,9.0,0.0,0.0,0.0,44.0
729,2008,1,3,4,1317.0,1305,1709.0,1700,WN,234,N798SW,172.0,175.0,152.0,9.0,12.0,MDW,FLL,1166,7.0,13.0,0,N,0,,,,,
730,2008,1,3,4,1801.0,1735,2142.0,2130,WN,892,N457WN,161.0,175.0,148.0,12.0,26.0,MDW,FLL,1166,5.0,8.0,0,N,0,,,,,
731,2008,1,3,4,939.0,925,1324.0,1325,WN,2630,N255WN,165.0,180.0,151.0,-1.0,14.0,MDW,FLL,1166,7.0,7.0,0,N,0,,,,,
732,2008,1,3,4,2130.0,1955,111.0,2350,WN,3228,N717SA,161.0,175.0,142.0,81.0,95.0,MDW,FLL,1166,4.0,15.0,0,N,0,40.0,0.0,0.0,0.0,41.0
733,2008,1,3,4,705.0,630,1055.0,1030,WN,3848,N550WN,170.0,180.0,151.0,25.0,35.0,MDW,FLL,1166,5.0,14.0,0,N,0,25.0,0.0,0.0,0.0,0.0
734,2008,1,3,4,707.0,640,934.0,925,WN,195,N793SA,147.0,165.0,133.0,9.0,27.0,MDW,HOU,937,4.0,10.0,0,N,0,,,,,
735,2008,1,3,4,2106.0,2015,2329.0,2300,WN,203,N332SW,143.0,165.0,123.0,29.0,51.0,MDW,HOU,937,4.0,16.0,0,N,0,13.0,0.0,0.0,0.0,16.0
736,2008,1,3,4,916.0,820,1142.0,1105,WN,319,N716SW,146.0,165.0,130.0,37.0,56.0,MDW,HOU,937,4.0,12.0,0,N,0,13.0,0.0,0.0,0.0,24.0
737,2008,1,3,4,1445.0,1415,1710.0,1700,WN,1927,N497WN,145.0,165.0,129.0,10.0,30.0,MDW,HOU,937,3.0,13.0,0,N,0,,,,,
738,2008,1,3,4,1149.0,1115,1416.0,1400,WN,3763,N514SW,147.0,165.0,135.0,16.0,34.0,MDW,HOU,937,3.0,9.0,0,N,0,12.0,0.0,0.0,0.0,4.0
739,2008,1,3,4,1720.0,1710,1944.0,1955,WN,3841,N280WN,144.0,165.0,130.0,-11.0,10.0,MDW,HOU,937,3.0,11.0,0,N,0,,,,,
740,2008,1,3,4,2217.0,2110,47.0,2350,WN,205,N299WN,90.0,100.0,73.0,57.0,67.0,MDW,IAD,577,5.0,12.0,0,N,0,25.0,0.0,0.0,0.0,32.0
742,2008,1,3,4,1544.0,1405,1825.0,1650,WN,1307,N294WN,101.0,105.0,81.0,95.0,99.0,MDW,IAD,577,5.0,15.0,0,N,0,51.0,0.0,0.0,0.0,44.0
744,2008,1,3,4,1939.0,1915,2216.0,2155,WN,3232,N201LV,97.0,100.0,78.0,21.0,24.0,MDW,IAD,577,5.0,14.0,0,N,0,2.0,0.0,0.0,0.0,19.0
745,2008,1,3,4,647.0,640,931.0,915,WN,3760,N672SW,104.0,95.0,84.0,16.0,7.0,MDW,IAD,577,5.0,15.0,0,N,0,0.0,7.0,9.0,0.0,0.0
746,2008,1,3,4,1724.0,1655,1913.0,1850,WN,378,N726SW,49.0,55.0,31.0,23.0,29.0,MDW,IND,162,7.0,11.0,0,N,0,23.0,0.0,0.0,0.0,0.0
747,2008,1,3,4,2212.0,2105,7.0,2255,WN,771,N486WN,55.0,50.0,36.0,72.0,67.0,MDW,IND,162,6.0,13.0,0,N,0,17.0,0.0,5.0,0.0,50.0
748,2008,1,3,4,1410.0,1255,1609.0,1445,WN,1333,N334SW,59.0,50.0,32.0,84.0,75.0,MDW,IND,162,8.0,19.0,0,N,0,58.0,0.0,9.0,0.0,17.0
749,2008,1,3,4,725.0,715,906.0,905,WN,1746,N612SW,41.0,50.0,27.0,1.0,10.0,MDW,IND,162,7.0,7.0,0,N,0,,,,,
750,2008,1,3,4,1033.0,905,1342.0,1205,WN,969,N215WN,129.0,120.0,114.0,97.0,88.0,MDW,ISP,765,5.0,10.0,0,N,0,32.0,0.0,9.0,0.0,56.0
751,2008,1,3,4,1620.0,1550,1924.0,1900,WN,1667,N243WN,124.0,130.0,110.0,24.0,30.0,MDW,ISP,765,5.0,9.0,0,N,0,13.0,0.0,0.0,0.0,11.0
752,2008,1,3,4,1308.0,1245,1615.0,1555,WN,1930,N724SW,127.0,130.0,113.0,20.0,23.0,MDW,ISP,765,4.0,10.0,0,N,0,20.0,0.0,0.0,0.0,0.0
753,2008,1,3,4,1910.0,1845,2201.0,2150,WN,2703,N734SA,111.0,125.0,98.0,11.0,25.0,MDW,ISP,765,4.0,9.0,0,N,0,,,,,
754,2008,1,3,4,2241.0,1845,25.0,2045,WN,405,N513SW,104.0,120.0,90.0,220.0,236.0,MDW,JAN,666,3.0,11.0,0,N,0,220.0,0.0,0.0,0.0,0.0
755,2008,1,3,4,830.0,730,1010.0,925,WN,1035,N346SW,100.0,115.0,87.0,45.0,60.0,MDW,JAN,666,3.0,10.0,0,N,0,45.0,0.0,0.0,0.0,0.0
756,2008,1,3,4,2207.0,2100,6.0,2300,WN,164,N723SW,239.0,240.0,219.0,66.0,67.0,MDW,LAS,1521,5.0,15.0,0,N,0,55.0,0.0,0.0,0.0,11.0
757,2008,1,3,4,1713.0,1705,1901.0,1905,WN,201,N251WN,228.0,240.0,219.0,-4.0,8.0,MDW,LAS,1521,3.0,6.0,0,N,0,,,,,
758,2008,1,3,4,1038.0,1030,1230.0,1230,WN,300,N753SW,232.0,240.0,217.0,0.0,8.0,MDW,LAS,1521,6.0,9.0,0,N,0,,,,,
759,2008,1,3,4,1601.0,1550,1828.0,1750,WN,433,N264LV,267.0,240.0,219.0,38.0,11.0,MDW,LAS,1521,32.0,16.0,0,N,0,11.0,0.0,27.0,0.0,0.0
760,2008,1,3,4,2015.0,2005,2206.0,2205,WN,556,N297WN,231.0,240.0,214.0,1.0,10.0,MDW,LAS,1521,8.0,9.0,0,N,0,,,,,
761,2008,1,3,4,1216.0,1200,1401.0,1400,WN,872,N788SA,225.0,240.0,215.0,1.0,16.0,MDW,LAS,1521,4.0,6.0,0,N,0,,,,,
762,2008,1,3,4,650.0,615,840.0,815,WN,891,N400WN,230.0,240.0,216.0,25.0,35.0,MDW,LAS,1521,3.0,11.0,0,N,0,0.0,25.0,0.0,0.0,0.0
763,2008,1,3,4,850.0,740,1046.0,940,WN,1016,N765SW,236.0,240.0,220.0,66.0,70.0,MDW,LAS,1521,5.0,11.0,0,N,0,57.0,0.0,0.0,0.0,9.0
764,2008,1,3,4,1517.0,1500,1714.0,1700,WN,1422,N403WN,237.0,240.0,222.0,14.0,17.0,MDW,LAS,1521,5.0,10.0,0,N,0,,,,,
765,2008,1,3,4,853.0,830,1048.0,1030,WN,2295,N404WN,235.0,240.0,223.0,18.0,23.0,MDW,LAS,1521,3.0,9.0,0,N,0,18.0,0.0,0.0,0.0,0.0
766,2008,1,3,4,2011.0,1925,2205.0,2125,WN,2449,N454WN,234.0,240.0,218.0,40.0,46.0,MDW,LAS,1521,9.0,7.0,0,N,0,35.0,0.0,0.0,0.0,5.0
767,2008,1,3,4,1508.0,1430,1700.0,1630,WN,3844,N446WN,232.0,240.0,220.0,30.0,38.0,MDW,LAS,1521,4.0,8.0,0,N,0,27.0,0.0,0.0,0.0,3.0
769,2008,1,3,4,732.0,655,957.0,925,WN,184,N473WN,265.0,270.0,243.0,32.0,37.0,MDW,LAX,1750,11.0,11.0,0,N,0,26.0,0.0,0.0,0.0,6.0
770,2008,1,3,4,2116.0,2100,2352.0,2330,WN,587,N435WN,276.0,270.0,249.0,22.0,16.0,MDW,LAX,1750,6.0,21.0,0,N,0,12.0,0.0,6.0,0.0,4.0
771,2008,1,3,4,1533.0,1500,1802.0,1730,WN,829,N476WN,269.0,270.0,256.0,32.0,33.0,MDW,LAX,1750,5.0,8.0,0,N,0,31.0,0.0,0.0,0.0,1.0
772,2008,1,3,4,1243.0,1140,1505.0,1415,WN,2979,N901WN,262.0,275.0,249.0,50.0,63.0,MDW,LAX,1750,7.0,6.0,0,N,0,39.0,0.0,0.0,0.0,11.0
773,2008,1,3,4,1414.0,1400,1641.0,1630,WN,3149,N415WN,267.0,270.0,252.0,11.0,14.0,MDW,LAX,1750,5.0,10.0,0,N,0,,,,,
774,2008,1,3,4,1748.0,1735,2024.0,2010,WN,3584,N416WN,276.0,275.0,259.0,14.0,13.0,MDW,LAX,1750,8.0,9.0,0,N,0,,,,,
